ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
116195,Kyoji Suga,M,28.0,173.0,61.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 20 kilometres,
116195,Kyoji Suga,M,28.0,173.0,61.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
116195,Kyoji Suga,M,32.0,173.0,61.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,
116195,Kyoji Suga,M,32.0,173.0,61.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
116195,Kyoji Suga,M,32.0,173.0,61.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,
116195,Kyoji Suga,M,32.0,173.0,61.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
116195,Kyoji Suga,M,36.0,173.0,61.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,
116195,Kyoji Suga,M,36.0,173.0,61.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,
116195,Kyoji Suga,M,36.0,173.0,61.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,
116195,Kyoji Suga,M,36.0,173.0,61.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
116196,Yoshima Suga,M,29.0,160.0,61.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
116197,Sadatoshi Sugahara,M,25.0,177.0,73.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze
116198,Hitoshi Sugai,M,25.0,183.0,96.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Heavyweight,
116201,Chieko Sugawara,F,27.0,162.0,57.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's Foil, Individual",
116201,Chieko Sugawara,F,31.0,162.0,57.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",
116201,Chieko Sugawara,F,35.0,162.0,57.0,Japan,JPN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",
116201,Chieko Sugawara,F,35.0,162.0,57.0,Japan,JPN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",
116202,Kazuhiko Sugawara,M,24.0,165.0,50.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 5,000 metres",
116202,Kazuhiko Sugawara,M,24.0,165.0,50.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 10,000 metres",
116203,Koichi Sugawara,M,21.0,187.0,87.0,Japan-2,JPN,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,
116204,Risa Sugawara,F,18.0,149.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,
116204,Risa Sugawara,F,18.0,149.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,
116204,Risa Sugawara,F,18.0,149.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,
116204,Risa Sugawara,F,18.0,149.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,
116204,Risa Sugawara,F,18.0,149.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,
116204,Risa Sugawara,F,18.0,149.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,
116205,Satoshi Sugawara,M,24.0,187.0,87.0,Japan-2,JPN,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,
116205,Satoshi Sugawara,M,24.0,187.0,87.0,Japan,JPN,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,
116206,Takeo Sugawara,M,22.0,174.0,83.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Hammer Throw,
116206,Takeo Sugawara,M,26.0,174.0,83.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Hammer Throw,
116206,Takeo Sugawara,M,30.0,174.0,83.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Hammer Throw,
116206,Takeo Sugawara,M,34.0,174.0,83.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Hammer Throw,
116207,Yasaburo Sugawara,M,23.0,167.0,71.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
116208,Noriko Sugawara-Narazaki,F,23.0,157.0,52.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Lightweight,Bronze
116208,Noriko Sugawara-Narazaki,F,27.0,157.0,52.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,Silver
116212,Takanori Sugibayashi,M,24.0,185.0,65.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,
116212,Takanori Sugibayashi,M,28.0,185.0,65.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,
116213,Aiko Sugihara,F,16.0,146.0,35.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
116213,Aiko Sugihara,F,16.0,146.0,35.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
116213,Aiko Sugihara,F,16.0,146.0,35.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
116213,Aiko Sugihara,F,16.0,146.0,35.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
116213,Aiko Sugihara,F,16.0,146.0,35.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
116214,Miho Sugimori,F,26.0,156.0,49.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 800 metres,
116215,Teruhiro Sugimori,M,23.0,177.0,73.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",
116215,Teruhiro Sugimori,M,23.0,177.0,73.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),
116215,Teruhiro Sugimori,M,27.0,177.0,73.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,000 metres",
116215,Teruhiro Sugimori,M,27.0,177.0,73.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",
116215,Teruhiro Sugimori,M,27.0,177.0,73.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),
116216,Atsuko Sugimoto,F,25.0,163.0,67.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
116217,Kenyu Sugimoto,M,19.0,187.0,79.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Men's Football,
116218,Kimio Sugimoto,M,26.0,185.0,77.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,
116218,Kimio Sugimoto,M,30.0,185.0,77.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,
116219,Mika Sugimoto,F,27.0,165.0,100.0,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,Silver
116220,Noboru Sugimoto,M,18.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,
116221,Sayuri Sugimoto,F,20.0,167.0,49.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
116222,Tatsuo Sugimoto,M,21.0,183.0,76.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
116222,Tatsuo Sugimoto,M,21.0,183.0,76.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
116223,Kuniyoshi Sugioka,M,18.0,181.0,70.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,
116223,Kuniyoshi Sugioka,M,22.0,181.0,70.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,
116223,Kuniyoshi Sugioka,M,26.0,181.0,70.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,
116223,Kuniyoshi Sugioka,M,30.0,181.0,70.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,
116224,Akihito Sugisawa,M,30.0,170.0,64.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,
116225,Katsuhiko Sugita,M,26.0,186.0,86.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
116226,Takeshi Sugita,M,24.0,165.0,68.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
116227,Yuichi Sugita,M,27.0,173.0,66.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
116228,Masayasu Sugitani,M,25.0,170.0,64.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116228,Masayasu Sugitani,M,25.0,170.0,64.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",
116228,Masayasu Sugitani,M,29.0,170.0,64.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116228,Masayasu Sugitani,M,29.0,170.0,64.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",
116228,Masayasu Sugitani,M,33.0,170.0,64.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",
116229,Taizo Sugitani,M,20.0,170.0,63.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116229,Taizo Sugitani,M,20.0,170.0,63.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",
116229,Taizo Sugitani,M,24.0,170.0,63.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116229,Taizo Sugitani,M,24.0,170.0,63.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",
116229,Taizo Sugitani,M,28.0,170.0,63.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116229,Taizo Sugitani,M,28.0,170.0,63.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",
116229,Taizo Sugitani,M,32.0,170.0,63.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116229,Taizo Sugitani,M,36.0,170.0,63.0,Japan,JPN,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116229,Taizo Sugitani,M,40.0,170.0,63.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
116229,Taizo Sugitani,M,40.0,170.0,63.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
116230,Toshiya Sugiuchi,M,19.0,175.0,82.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
116230,Toshiya Sugiuchi,M,27.0,175.0,82.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
116231,Masanori Sugiura,M,24.0,180.0,82.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Bronze
116231,Masanori Sugiura,M,28.0,180.0,82.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Silver
116231,Masanori Sugiura,M,32.0,180.0,82.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
116232,Shigeo Sugiura,M,19.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
116233,Ai Sugiyama,F,21.0,161.0,56.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Singles,
116233,Ai Sugiyama,F,21.0,161.0,56.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Doubles,
116233,Ai Sugiyama,F,25.0,161.0,56.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Singles,
116233,Ai Sugiyama,F,25.0,161.0,56.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,
116233,Ai Sugiyama,F,29.0,161.0,56.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Singles,
116233,Ai Sugiyama,F,29.0,161.0,56.0,Japan-2,JPN,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,
116233,Ai Sugiyama,F,33.0,161.0,56.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,
116233,Ai Sugiyama,F,33.0,161.0,56.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,
116234,Akemi Sugiyama,F,23.0,175.0,63.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,
116235,Kayoko Sugiyama,F,22.0,178.0,69.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Bronze
116235,Kayoko Sugiyama,F,26.0,178.0,69.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,
116236,Kento Sugiyama,M,23.0,175.0,83.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Bronze
116237,Ryuichi Sugiyama,M,23.0,168.0,67.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,
116237,Ryuichi Sugiyama,M,27.0,168.0,67.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Bronze
116238,Sachiko Sugiyama,F,24.0,184.0,66.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,
116238,Sachiko Sugiyama,F,28.0,184.0,66.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
116239,Susumu Sugiyama,M,23.0,165.0,54.0,Japan,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
116239,Susumu Sugiyama,M,23.0,165.0,54.0,Japan,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
116239,Susumu Sugiyama,M,23.0,165.0,54.0,Japan,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,
116240,Takeo Sugiyama,M,23.0,176.0,67.0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,
116240,Takeo Sugiyama,M,27.0,176.0,67.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,
116241,Tsuneharu Sugiyama,M,24.0,175.0,118.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
116245,Fumie Suguri,F,21.0,157.0,45.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Women's Singles,
116245,Fumie Suguri,F,25.0,157.0,45.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,
116306,Nootcharin Sukkhongdumnoen,F,26.0,160.0,57.0,Thailand,THA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,
116351,Wahid Yudhi Sulistianto,M,19.0,,,Indonesia,INA,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Lightweight,
116355,Massimo Sulli,M,28.0,,,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Lightweight,
116370,Lara Javaise Sullivan,F,26.0,167.0,61.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Middleweight,
116378,Rebecca Sullivan,F,28.0,164.0,52.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,
116379,John Robert Sullivan,M,23.0,178.0,68.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Middleweight,
116380,Sean Sullivan,M,25.0,,,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,
116392,Majid Mohamed Al-Ali Sultan,M,16.0,182.0,106.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Heavyweight,
116427,Osamu Sumida,M,26.0,182.0,65.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
116428,Satoshi Sumida,M,21.0,177.0,65.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
116428,Satoshi Sumida,M,21.0,177.0,65.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
116429,Tomio Sumimoto,M,19.0,168.0,70.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
116430,Kosaku Sumiyoshi,M,20.0,174.0,68.0,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Javelin Throw,
116430,Kosaku Sumiyoshi,M,24.0,174.0,68.0,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,
116431,Miyako Sumiyoshi,F,26.0,162.0,56.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 500 metres,
116431,Miyako Sumiyoshi,F,26.0,162.0,56.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 1,000 metres",
116434,Anton Summer,M,24.0,183.0,78.0,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Middleweight,
116459,Sun Fuming,F,22.0,178.0,124.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Heavyweight,Gold
116459,Sun Fuming,F,30.0,178.0,124.0,China,CHN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Bronze
116509,Sun Yih-Shong,M,25.0,173.0,78.0,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,
116517,"Clifton S. ""Cliff"" Sunada",M,25.0,,60.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,
116518,Sadahiro Sunaga,M,,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,
116519,Yuki Sunaga,F,31.0,171.0,62.0,Japan,JPN,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Windsurfer,
116532,Jaana Sundberg,F,29.0,164.0,52.0,Finland,FIN,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,
116589,Sung Yu-Chi,M,26.0,174.0,68.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,Bronze
116594,Nozomi Sunouchi,F,19.0,164.0,56.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,
116594,Nozomi Sunouchi,F,19.0,164.0,56.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,
116615,Luc Suplis,M,24.0,186.0,85.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Middleweight,
116657,Katsuaki Susa,M,27.0,163.0,,Japan,JPN,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,
116675,Sergey Petrovich Suslin,M,27.0,171.0,63.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Lightweight,
116725,Masatoshi Suto,M,22.0,173.0,67.0,Japan,JPN,1968 Winter,1968,Winter,Grenoble,Nordic Combined,Nordic Combined Men's Individual,
116733,Ussadate Sutthikunkarn,M,23.0,164.0,58.0,Thailand,THA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Flyweight,
116782,Toshinari Suwa,M,27.0,178.0,58.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
116797,Akihiko Suzuki,M,27.0,172.0,63.0,Japan-2,JPN,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Two,
116797,Akihiko Suzuki,M,27.0,172.0,63.0,Japan-2,JPN,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,
116798,Akiko Suzuki,F,24.0,160.0,47.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Women's Singles,
116798,Akiko Suzuki,F,28.0,160.0,47.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,
116798,Akiko Suzuki,F,28.0,160.0,47.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,
116799,Ayaka Suzuki,F,26.0,168.0,65.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
116800,Ayuko Suzuki,F,24.0,154.0,38.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
116801,Daichi Suzuki,M,17.0,180.0,68.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,
116801,Daichi Suzuki,M,17.0,180.0,68.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,
116801,Daichi Suzuki,M,17.0,180.0,68.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
116801,Daichi Suzuki,M,21.0,180.0,68.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Backstroke,Gold
116801,Daichi Suzuki,M,21.0,180.0,68.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,
116801,Daichi Suzuki,M,21.0,180.0,68.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
116802,Daikichi Suzuki,M,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,
116803,Daisuke Suzuki,M,22.0,181.0,74.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Men's Football,
116804,Eitaro Suzuki,M,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle",
116805,Emiko Suzuki,F,22.0,168.0,57.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
116805,Emiko Suzuki,F,26.0,168.0,57.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
116805,Emiko Suzuki,F,26.0,168.0,57.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
116806,Fumihiro Suzuki,M,25.0,181.0,72.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
116807,Fusashige Suzuki,M,22.0,162.0,54.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",
116808,Fuyuko Suzuki (-Tachizaki),F,21.0,162.0,59.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
116808,Fuyuko Suzuki (-Tachizaki),F,21.0,162.0,59.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,
116808,Fuyuko Suzuki (-Tachizaki),F,21.0,162.0,59.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,
116808,Fuyuko Suzuki (-Tachizaki),F,25.0,162.0,59.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
116808,Fuyuko Suzuki (-Tachizaki),F,25.0,162.0,59.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,
116808,Fuyuko Suzuki (-Tachizaki),F,25.0,162.0,59.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,
116808,Fuyuko Suzuki (-Tachizaki),F,25.0,162.0,59.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,
116809,Hideo Suzuki,M,22.0,174.0,67.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
116810,Hideto Suzuki,M,21.0,180.0,70.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
116811,Hiromi Suzuki,F,23.0,155.0,43.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 10,000 metres",
116811,Hiromi Suzuki,F,27.0,155.0,43.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 10,000 metres",
116812,Hiroshi Suzuki,M,18.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Freestyle,Silver
